#{"t_start": 1635085209.065227, "env_id": null}
r,l,t,is_success
-3.80715,14,19199.427189,1
-3.480372,13,19201.156175,1
-8.89129,20,19203.484982,1
-3.43313,13,19205.058644,1
-6.478678,18,19207.436452,1
-7.561071,34,19211.901716,1
-2.866102,13,19213.484657,1
-6.267266,17,19215.424386,1
-5.886526,22,19218.193456,1
-6.283265,24,19221.316703,1
-5.508558,18,19223.684202,1
-5.40832,18,19225.951593,1
-7.408961,26,19228.880862,1
-9.233526,28,19232.338648,1
-6.727091,21,19235.177562,1
-2.652074,13,19236.702608,1
-7.193562,18,19239.018822,1
-4.716445,16,19240.943109,1
-4.981208,19,19243.34207,1
-9.02457,20,19246.166862,1
-7.848114,19,19248.674142,1
-7.407813,19,19251.359699,1
-6.769012,19,19254.112112,1
-7.220374,18,19256.412479,1
-8.512224,20,19259.032228,1
-3.533326,14,19260.837298,1
-6.499998,17,19262.994694,1
-7.581324,19,19265.235753,1
-6.746915,27,19268.297418,1
-7.043562,18,19270.338785,1
-4.653054,16,19272.405776,1
-5.31798,15,19274.141228,1
-6.612143,25,19277.030888,1
-9.419997,14,19278.698555,0
-9.388706,31,19282.205136,1
-1.841627,9,19283.284212,1
-2.692015,12,19284.846169,1
-5.576205,15,19286.568619,1
-4.506523,15,19288.420282,1
-7.500369,18,19290.723406,1
-4.498052,14,19292.337836,1
-6.791939,19,19294.740243,1
-5.751823,16,19296.542575,1
-9.662234,31,19299.959397,1
-2.510958,11,19301.217228,1
-8.16928,28,19304.311283,1
-5.374698,16,19306.165324,1
-5.625433,17,19308.198339,1
-7.194918,26,19311.161472,1
-2.678455,12,19312.539742,1
-9.660065,31,19316.000307,1
-8.775127,28,19319.12762,1
-8.094783,34,19322.884538,1
-6.257786,16,19324.918155,1
-6.641583,18,19326.98943,1
-6.018391,17,19328.920751,1
-10.397991,23,19331.625509,1
-9.160268,30,19335.069318,1
-6.286253,16,19337.077113,1
-6.654415,24,19339.872058,1
-7.543877,26,19342.926382,1
-6.489836,18,19344.961794,1
-13.826778,39,19349.229455,1
-5.950166,17,19351.377406,1
-5.788689,16,19353.182632,1
-6.502677,17,19355.133465,1
-5.346127,16,19356.946744,1
-6.524549,24,19359.653964,1
-4.520433,19,19361.876328,1
-2.861771,13,19363.387995,1
-9.495082,29,19366.583039,1
-6.501549,17,19368.590305,1
-3.009402,12,19370.001849,1
-7.149029,25,19372.83043,1
-3.373879,13,19374.430544,1
-2.868116,13,19375.956374,1
-10.770312,10,19377.225672,0
-5.820462,23,19379.794294,1
-3.296785,13,19381.311378,1
-6.360867,24,19384.39603,1
-7.656478,27,19387.718096,1
-5.88852,17,19389.644035,1
-7.464757,18,19391.771661,1
-6.416872,24,19394.428887,1
-8.707071,28,19397.779434,1
-2.875103,12,19399.196193,1
-5.134074,20,19401.629949,1
-6.328919,23,19404.220956,1
-5.160535,21,19406.56344,1
-5.771481,16,19408.465773,1
-8.042704,28,19411.731833,1
-5.842717,16,19413.573559,1
-2.074978,11,19414.859702,1
-5.129565,16,19416.685303,1
-6.960677,18,19418.760184,1
-7.374634,19,19421.041296,1
-25.210002,100,19433.10905,0
-9.758963,21,19435.94863,1
-3.953053,14,19437.617374,1
-4.273275,15,19439.43646,1
-6.56361,24,19442.110002,1
-8.362452,28,19445.258271,1
-10.061886,30,19448.83553,1
-15.013908,50,19455.087593,1
-5.052832,20,19457.731261,1
-4.414451,15,19459.429902,1
-9.285373,29,19462.644274,1
-7.085669,26,19465.527532,1
-3.591922,14,19467.247566,1
-3.57638,14,19468.831528,1
-4.362276,15,19470.532275,1
-6.866752,18,19472.57838,1
-10.919754,29,19475.788171,1
-10.57886,35,19479.816412,1
-1.907728,10,19481.138835,1
-5.331834,16,19483.035879,1
-5.697435,18,19485.074277,1
-2.033762,10,19486.323635,1
-4.497848,15,19488.048473,1
-8.56174,28,19491.653421,1
-2.779742,12,19493.0445,1
-3.906473,14,19495.125857,1
-3.838058,15,19497.568377,1
-2.43392,12,19499.002235,1
-6.00324,16,19500.943171,1
-3.757,14,19502.772405,1
-10.116874,32,19506.572987,1
-5.172796,17,19508.618755,1
-2.67095,14,19510.384079,1
-7.477741,18,19512.459815,1
-4.909853,16,19514.28353,1
-7.434699,19,19516.467142,1
-6.69615,25,19519.278816,1
-2.069636,11,19520.643361,1
-2.025078,11,19522.008641,1
-8.698773,20,19524.730174,1
-4.789903,15,19526.534482,1
-7.751819,20,19529.089109,1
-4.661754,15,19530.940685,1
-3.767666,14,19532.606849,1
-6.96401,21,19535.085046,1
-7.641861,27,19538.207191,1
-3.497122,13,19539.692192,1
-5.319429,16,19541.709707,1
-5.67261,17,19543.882773,1
-5.934887,23,19546.504101,1
-6.012982,17,19548.527304,1
-6.525154,17,19550.632472,1
-12.404543,34,19554.710558,1
-7.805869,27,19557.72893,1
-4.235642,14,19559.315173,1
-5.195376,15,19561.264435,1
-4.818754,16,19563.377316,1
-5.15602,17,19565.330321,1
-6.312742,23,19567.9279,1
-6.924824,18,19569.947308,1
-8.590577,26,19572.920456,1
-7.579487,27,19575.919809,1
-5.75348,22,19578.389171,1
-7.964641,33,19582.22049,1
-5.200194,15,19584.166745,1
-5.602005,17,19586.212931,1
-2.839166,12,19587.634034,1
-3.128196,14,19589.221697,1
-6.8537,29,19592.441052,1
-3.797951,14,19594.045488,1
-9.939675,31,19597.634901,1
-5.644546,16,19599.520948,1
-7.689681,24,19602.359685,1
-8.83307,29,19605.749057,1
-7.164556,26,19608.635002,1
-8.549559,20,19610.912916,1
-5.42547,18,19612.939017,1
-8.660989,20,19615.22474,1
-3.60315,13,19616.775989,1
-6.236747,24,19619.535113,1
-5.757984,22,19622.025098,1
-5.750009,17,19624.209544,1
-7.553324,35,19628.476324,1
-6.464806,17,19630.50812,1
-5.949996,17,19632.466645,1
-3.138851,14,19634.09371,1
-5.858433,17,19635.985127,1
-3.828019,14,19637.859888,1
-4.098381,18,19640.032201,1
-4.91159,16,19641.877316,1
-5.167101,20,19644.355972,1
-3.238443,13,19645.956954,1
-6.558925,17,19647.891414,1
-4.688404,15,19649.651577,1
-7.452186,18,19651.717193,1
-5.402696,17,19653.643208,1
-6.153197,20,19655.883306,1
-3.510449,13,19657.566961,1
-8.492298,20,19659.812059,1
-11.455322,45,19665.128839,1
-7.278198,27,19668.131135,1
-3.112096,14,19669.776568,1
-12.092072,36,19673.850201,1
-5.652604,16,19675.652553,1
-2.929773,12,19677.150266,1
-2.69596,11,19678.439905,1
-3.265876,13,19679.90988,1
-9.672643,32,19683.729121,1
-8.007352,19,19685.89845,1
-3.829873,13,19687.404639,1
-4.208415,16,19689.238195,1
-4.388657,15,19690.977414,1
-6.233543,22,19693.524666,1
-5.436252,16,19695.335146,1
-7.670901,19,19697.604637,1
-6.420352,23,19700.307831,1
-4.642864,15,19702.165501,1
-5.84797,17,19704.321078,1
-8.803711,31,19708.025452,1
-6.763527,25,19710.850756,1
-4.053555,14,19712.460563,1
-3.819454,15,19714.313,1
-3.024426,12,19715.713486,1
-10.009514,22,19718.53778,1
-3.51274,13,19720.041056,1
-5.68909,16,19721.848529,1
-9.08307,29,19725.319258,1
-7.032054,26,19728.217171,1
-4.342923,15,19730.072496,1
-4.079714,16,19731.873707,1
-4.79061,15,19733.569974,1
-4.975194,15,19735.469942,1
-3.18446,12,19736.85821,1
-8.7339,28,19740.152762,1
-4.940356,16,19742.206141,1
-3.116796,14,19744.001008,1
-8.845501,20,19746.304539,1
-7.474739,18,19748.347917,1
-9.582991,27,19751.332641,1
-11.413478,24,19754.15825,1
-7.921382,19,19756.454965,1
-6.271599,24,19759.10411,1
-3.813897,14,19760.758525,1
-9.629085,32,19764.61594,1
-5.928172,24,19767.328923,1
-6.270631,17,19769.254319,1
-8.306516,28,19772.459399,1
-2.860881,13,19774.008645,1
-8.136564,11,19775.308368,0
-4.964975,15,19777.135824,1
-5.072331,16,19779.035531,1
-10.099051,22,19781.478907,1
-6.911231,19,19783.94412,1
-2.173491,11,19785.36692,1
-5.717186,23,19787.98401,1
-7.027704,25,19790.864638,1
-6.489703,17,19792.821443,1
-5.777397,19,19795.0848,1
-9.477514,28,19798.258125,1
-4.943406,15,19799.971199,1
-8.486648,20,19802.256296,1
-4.883603,20,19804.972345,1
-6.246467,20,19807.246493,1
-7.53073,25,19810.087961,1
-2.443726,12,19811.569747,1
-9.247712,30,19814.893302,1
-7.768164,19,19817.065846,1
-14.069581,20,19819.328879,0
-10.060632,22,19821.793017,1
-5.91166,16,19823.982758,1
-5.189303,20,19826.374424,1
-3.375791,14,19828.102592,1
-2.685096,12,19829.746867,1
-6.809964,19,19831.980475,1
-5.609473,16,19833.788786,1
-3.764335,13,19835.393703,1
-8.397718,19,19837.539848,1
-18.356301,75,19846.670456,1
-6.490042,17,19848.975652,1
-12.932425,36,19853.355836,1
-3.573304,14,19855.061443,1
-7.676773,19,19857.404481,1
-4.512073,19,19859.949671,1
-9.636958,31,19864.081495,1
-5.555962,15,19865.930026,1
-6.801024,19,19868.551129,1
-7.905821,19,19871.08823,1
-5.536401,16,19873.328982,1
-7.253964,26,19876.687111,1
-7.742227,19,19879.449808,1
-6.662616,18,19881.900264,1
-4.862469,17,19884.024885,1
-7.827069,19,19886.475318,1
-7.152137,22,19889.404976,1
-10.463812,33,19893.720747,1
-5.346924,16,19895.784878,1
-9.21985,21,19898.419383,1
-6.132023,24,19901.38264,1
-4.804549,17,19903.598459,1
-5.926125,17,19905.86397,1
-4.453854,15,19907.911829,1
-5.800339,21,19910.521737,1
-5.56688,16,19912.617002,1
-5.617453,16,19914.672227,1
-3.602471,13,19916.343079,1
-11.229509,35,19921.216664,1
-7.927677,19,19923.712003,1
-3.672861,15,19925.646823,1
-4.41637,19,19927.985225,1
-7.457248,27,19931.43591,1
-9.197579,20,19933.916715,1
-3.277583,14,19935.830524,1
-3.774761,15,19937.73307,1
-4.410776,14,19939.555525,1
-3.121646,13,19941.187978,1
-4.474949,19,19943.648585,1
-4.687678,16,19945.619884,1
-5.777544,17,19947.967267,1
-5.217284,16,19950.025128,1
-10.46312,22,19952.860103,1
-7.639183,18,19955.134171,1
-3.444407,13,19956.771383,1
-4.12927,14,19958.545041,1
-4.758263,17,19960.663308,1
-5.673151,21,19963.30277,1
-3.076407,12,19965.086689,1
-8.818807,20,19968.155075,1
-2.574146,12,19969.934547,1
-11.691763,34,19974.39698,1
-5.583853,16,19976.378166,1
-6.648121,24,19979.379206,1
-3.787999,14,19981.021571,1
-4.801344,15,19983.01731,1
-6.677676,18,19985.391644,1
-7.214375,18,19987.468388,1
-6.043817,17,19989.515296,1
-3.418596,13,19991.237377,1
-2.489153,13,19992.991386,1
-8.810236,14,19995.03748,0
-8.088494,20,19997.735048,1
-5.165396,16,19999.820949,1
-4.557495,15,20001.96239,1
-6.412885,21,20004.539985,1
-4.948471,17,20006.516443,1
-6.507492,17,20008.595934,1
-2.212045,12,20010.282984,1
-12.790802,36,20014.551243,1
-6.347933,17,20016.575918,1
-2.585235,11,20017.943215,1
-2.439901,12,20019.56162,1
-6.953784,18,20021.800181,1
-6.381421,24,20024.737521,1
-2.211639,11,20026.108903,1
-7.612906,19,20028.463509,1
-3.072915,12,20030.104377,1
-5.791608,17,20032.249295,1
-4.052406,15,20034.04077,1
-8.937624,21,20036.592592,1
-8.884485,39,20041.329169,1
-4.786012,15,20043.397963,1
-6.961063,24,20046.555706,1
-11.237504,24,20049.81307,1
-6.477018,17,20052.269863,1
-1.925381,10,20053.618829,1
-3.689473,14,20055.248313,1
-3.347829,13,20056.794494,1
-6.909212,25,20059.948199,1
-8.90962,30,20063.374753,1
-7.910791,19,20065.661792,1
-5.907759,18,20067.972678,1
-7.270566,25,20070.966201,1
-4.353968,15,20072.704282,1
-1.927464,10,20073.915053,1
-3.789262,14,20075.680764,1
-7.252807,21,20078.134035,1
-3.073059,13,20079.639727,1
-6.841402,18,20081.775017,1
-2.974601,13,20083.509607,1
-7.871603,29,20086.854765,1
-2.452688,12,20088.371848,1
-12.098238,34,20092.776332,1
-6.722494,19,20095.103177,1
-3.341175,13,20096.77011,1
-2.929511,13,20098.351893,1
-8.55115,28,20101.521686,1
-4.812672,15,20103.480286,1
-5.003108,15,20105.323925,1
-3.840004,13,20107.013523,1
-4.768251,15,20108.887482,1
-6.460707,18,20111.376444,1
-3.734859,13,20113.399605,1
-5.201148,16,20115.648163,1
-4.546181,15,20117.802741,1
-9.317219,9,20119.065826,0
-8.23996,29,20122.564803,1
-6.347354,17,20124.594143,1
-3.438245,14,20126.238153,1
-7.274643,27,20129.728034,1
-4.776029,17,20131.709466,1
-5.945024,16,20133.65284,1
-8.093527,11,20135.218236,0
-9.522199,31,20139.074971,1
-8.955807,20,20141.570187,1
-9.202797,30,20145.084827,1
-6.724412,18,20147.168346,1
-6.514223,18,20149.206363,1
-5.461881,22,20151.774684,1
-8.399497,28,20155.157724,1
-9.723066,21,20157.577016,1
-3.746456,14,20159.401371,1
-5.015575,15,20161.237359,1
-2.422339,11,20162.53777,1
-4.231412,15,20164.291554,1
-5.650906,19,20166.489815,1
-7.428058,27,20169.5824,1
-6.945051,24,20172.308999,1
-7.437044,18,20174.43575,1
-5.982068,19,20176.893833,1
-5.091493,16,20178.996291,1
-5.02474,21,20181.596801,1
-7.557727,19,20184.233785,1
-4.028568,15,20186.501892,1
-5.725224,16,20188.647359,1
-6.420703,17,20190.837315,1
-3.978782,13,20192.358296,1
-9.034943,30,20195.967718,1
-8.424126,20,20198.595446,1
-6.355308,17,20200.641458,1
-3.06428,13,20202.133606,1
-4.553886,14,20203.733774,1
-8.166448,27,20206.770721,1
-5.596256,22,20209.331875,1
-8.19142,19,20211.4885,1
-5.929613,17,20213.607824,1
-12.545486,36,20217.606673,1
-6.263932,24,20220.385861,1
-10.240687,18,20222.70928,0
-3.674357,13,20224.247124,1
-5.73859,17,20226.181092,1
-10.508752,27,20229.311254,1
-4.777104,15,20231.122638,1
-5.433368,16,20232.942731,1
-6.142258,16,20234.759553,1
-9.159119,29,20238.097388,1
-4.853615,16,20240.046713,1
-5.278089,20,20242.292138,1
-10.224266,22,20245.095648,1
-8.852572,21,20247.46234,1
-5.627003,17,20249.381373,1
-4.852643,15,20251.173874,1
-6.850716,17,20253.149375,1
-5.632425,17,20255.162399,1
-6.811009,17,20257.148271,1
-4.710776,15,20258.90692,1
-8.904134,13,20260.521206,0
-11.0157,48,20265.844836,1
-4.430227,16,20267.743295,1
-7.852439,31,20271.410058,1
-6.96104,8,20272.429985,0
-5.003379,15,20274.191756,1
-5.472042,16,20276.080972,1
-5.376633,16,20278.042266,1
-5.234809,15,20279.920757,1
-8.120761,19,20282.114099,1
-8.828442,20,20284.513953,1
-6.376877,18,20286.591422,1
-3.069966,13,20288.117413,1
-4.276999,15,20290.022151,1
-7.590931,27,20293.063173,1
-6.487739,17,20294.977564,1
-6.067892,23,20297.568244,1
-3.849005,13,20299.078312,1
-5.160562,21,20301.436449,1
-5.227661,16,20303.292556,1
-4.509264,14,20305.072229,1
-2.920942,13,20306.674787,1
-6.92919,25,20309.514352,1
-5.324392,15,20311.461448,1
-3.515755,13,20312.995315,1
-6.042087,18,20315.050207,1
-9.854415,18,20317.125843,0
-9.228629,29,20320.451191,1
-9.686841,21,20322.914918,1
-2.361773,11,20324.195752,1
-10.21182,16,20326.254442,0
-4.519792,15,20328.07623,1
-3.133138,13,20329.571834,1
-6.843623,19,20331.728861,1
-3.331581,14,20333.361409,1
-1.488402,9,20334.468661,1
-6.54619,17,20336.419601,1
-4.121045,14,20338.03315,1
-3.883824,14,20339.670093,1
-2.653956,11,20341.019716,1
-5.740563,17,20343.331829,1
-7.926995,28,20347.120101,1
-6.158806,17,20349.253854,1
-6.653434,25,20352.294574,1
-6.256802,20,20355.010154,1
-9.807938,21,20357.761611,1
-7.479558,21,20360.177278,1
-8.36332,12,20361.627428,0
-5.606597,17,20363.652904,1
-5.492328,16,20365.510326,1
-8.075711,20,20368.193425,1
-6.111648,23,20370.804053,1
-6.400556,24,20373.589681,1
-2.990855,13,20375.195187,1
-4.839597,15,20376.919232,1
-2.712511,12,20378.408967,1
-3.984563,15,20380.3131,1
-2.936098,12,20381.750771,1
-8.154681,28,20384.925557,1
-4.324495,14,20386.827039,1
-9.098558,30,20390.301394,1
-5.171129,16,20392.265212,1
-2.636366,12,20393.707782,1
-9.064874,30,20397.130897,1
-2.788211,13,20398.665386,1
-9.690254,31,20402.521483,1
-8.123277,19,20404.782886,1
-6.891697,18,20406.828584,1
-9.739661,21,20409.208537,1
-4.552309,15,20410.92547,1
-6.131706,18,20413.03056,1
-2.145355,11,20414.357805,1
-6.030503,17,20416.285937,1
-7.494524,33,20420.154733,1
-5.710775,16,20422.071044,1
-5.794336,21,20424.527519,1
-6.226063,18,20426.581423,1
-4.432449,14,20428.194448,1
-4.926778,15,20429.970748,1
-6.199306,17,20432.112376,1
-5.369502,17,20434.132727,1
-11.356634,24,20437.023062,0
-10.173554,31,20440.448493,1
-3.882222,14,20442.110507,1
-3.106199,13,20443.702992,1
-6.559821,18,20445.849855,1
-1.780286,10,20447.015589,1
-7.937112,22,20449.49311,1
-6.695633,25,20452.249904,1
-4.965273,16,20454.198613,1
-2.951166,12,20455.654675,1
-8.654102,30,20459.013931,1
-5.704902,23,20461.613011,1
-7.395951,27,20464.837178,1
-2.243871,11,20466.140391,1
-6.765136,18,20468.31842,1
-8.284303,11,20469.847775,0
-6.391168,24,20472.921206,1
-4.715676,18,20475.044713,1
-3.39841,13,20476.712599,1
-4.962248,21,20479.177375,1
-5.088352,16,20481.008194,1
-8.15022,26,20483.898318,1
-2.353116,11,20485.235509,1
-12.893478,36,20489.348989,1
-9.087822,20,20491.683964,1
-3.825506,13,20493.17814,1
-4.069764,14,20494.905265,1
-1.941871,10,20496.15033,1
-4.51157,15,20497.937997,1
-9.193609,22,20500.473786,1
-4.952673,20,20502.756663,1
-8.27231,28,20505.871036,1
-5.919756,19,20508.069486,1
-7.894236,28,20511.25582,1
-5.417684,17,20513.300524,1
-5.773528,21,20515.94305,1
-2.168958,11,20517.245988,1
-4.83834,15,20518.989616,1
-3.258578,13,20520.627465,1
-8.856037,29,20524.24241,1
-4.53111,16,20526.085825,1
-5.180878,15,20527.81251,1
-11.923138,33,20531.510947,1
-2.672724,11,20532.905846,1
-9.38408,30,20536.36517,1
-4.66294,15,20538.105027,1
-2.718131,12,20539.486366,1
-4.277836,15,20541.194127,1
-6.82821,22,20543.904209,1
-3.113241,12,20545.331957,1
-11.670878,40,20549.784046,1
-7.009863,26,20552.782155,1
-4.779803,15,20554.610974,1
-4.641018,15,20556.352125,1
-2.185994,11,20557.609702,1
-5.214311,16,20559.493834,1
-2.793431,12,20561.038195,1
-11.225894,31,20564.567513,1
-5.51579,21,20567.066867,1
-4.250069,15,20568.771867,1
-3.806759,14,20570.411063,1
-9.347574,21,20572.936209,1
-4.099638,13,20574.552855,1
-6.504419,25,20577.325793,1
-9.747335,21,20579.756662,1
-8.496049,29,20582.944529,1
-8.128584,26,20585.833997,1
-5.933425,17,20587.742599,1
-6.775259,24,20590.604293,1
-6.05026,18,20592.622044,1
-4.852676,15,20594.344563,1
-5.153032,21,20596.997085,1
-8.956135,20,20599.276181,1
-10.211591,16,20601.22228,0
-1.749757,10,20602.436965,1
-2.979406,14,20604.163872,1
-1.684559,9,20605.284819,1
-9.035356,30,20608.600675,1
-9.160093,31,20612.007911,1
-3.163161,14,20613.709293,1
-6.063936,28,20617.021042,1
-5.954014,19,20619.132774,1
-3.554377,13,20620.645819,1
-7.279982,19,20622.958759,1
-10.305679,33,20626.781175,1
-4.381623,15,20628.505674,1
-6.403199,17,20630.767903,1
-4.808533,15,20632.60891,1
-5.896555,24,20635.284042,1
-1.456675,9,20636.508419,1
-3.657146,15,20638.215147,1
-5.438359,19,20640.339958,1
-6.601997,21,20642.689565,1
-6.8686,18,20644.951688,1
-4.416858,18,20646.983765,1
-6.19132,17,20648.934422,1
-5.14843,16,20650.791099,1
-4.807141,15,20652.489209,1
-1.989537,11,20653.818119,1
-3.454019,14,20655.521009,1
-4.325609,14,20657.168849,1
-10.767932,33,20660.993253,1
-4.553371,14,20662.685647,1
-5.76531,18,20664.734262,1
-4.37494,15,20666.526094,1
-8.024923,27,20669.51514,1
-9.98748,30,20673.026632,1
-5.836239,22,20675.476293,1
-3.992275,14,20677.146955,1
-9.537675,31,20680.556146,1
-7.153269,18,20682.614322,1
-9.761138,21,20684.96136,1
-3.034439,13,20686.433243,1
-7.852815,19,20688.620282,1
-5.549513,16,20690.472338,1
-5.590735,16,20692.338131,1
-9.405945,21,20694.90111,1
-4.412126,15,20696.705408,1
-10.243448,29,20700.206428,1
-3.899872,14,20701.878037,1
-5.656563,23,20704.500677,1
-5.038008,21,20706.915888,1
-5.26814,20,20709.381526,1
-5.291892,21,20711.931626,1
-5.719876,22,20714.643512,1
-5.742981,21,20717.050574,1
-2.697164,13,20718.57682,1
-7.020212,18,20720.694548,1
-6.093912,16,20722.571152,1
-6.415431,20,20724.860001,1
-3.817962,13,20726.553163,1
-7.536314,19,20728.971453,1
-4.862303,15,20730.841999,1
-10.654648,32,20734.393096,1
-3.75097,13,20735.888788,1
-4.514063,19,20738.026867,1
-9.491443,21,20740.537673,1
-5.615554,16,20742.340597,1
-7.597606,35,20746.237108,1
-4.215409,17,20748.155258,1
-8.566962,32,20752.01607,1
-7.451808,24,20754.867591,1
-6.734756,17,20756.7995,1
-12.068127,34,20760.602356,1
-9.012238,29,20763.908839,1
-2.963533,13,20765.405837,1
-7.154617,23,20768.206576,1
-3.201859,14,20770.051678,1
-4.019217,14,20771.657646,1
-5.252215,17,20773.677576,1
-7.443376,18,20775.714596,1
-2.130706,11,20777.045903,1
-6.240787,17,20779.188577,1
-8.242374,19,20781.310635,1
-2.178413,11,20782.575383,1
-3.940253,13,20784.09528,1
-3.197515,12,20785.471852,1
-5.210233,17,20787.408059,1
-6.250953,24,20790.061771,1
-9.789346,22,20792.506841,1
-4.662634,18,20794.804224,1
-5.580697,22,20797.358337,1
-2.896822,11,20798.664062,1
-6.490878,17,20800.676606,1
-6.519679,18,20802.770901,1
-4.804544,17,20804.757427,1
-5.236638,16,20806.674011,1
-4.391192,15,20808.392153,1
-3.487809,13,20810.00793,1
-8.322218,19,20812.150273,1
-5.941411,23,20814.851084,1
-5.07445,16,20816.775436,1
-3.110929,12,20818.158914,1
-7.651381,19,20820.352831,1
-4.769112,15,20822.05485,1
-7.576683,18,20824.193316,1
-5.82061,17,20826.113584,1
-5.684091,22,20829.005764,1
-7.135915,26,20832.096001,1
-5.477486,17,20834.161962,1
-8.401804,19,20836.753082,1
-3.475429,13,20838.403023,1
-7.093359,20,20840.714933,1
-8.397929,25,20843.547775,1
-5.054508,20,20845.864378,1
-2.84051,12,20847.352936,1
-5.575061,15,20849.087987,1
-8.622519,30,20852.480516,1
-6.426822,24,20855.224235,1
-4.16457,15,20857.045005,1
-6.473815,19,20859.331317,1
-6.255882,22,20861.9796,1
-4.330871,14,20863.708292,1
-3.394634,13,20865.204976,1
-7.764036,19,20867.407271,1
-10.986722,28,20870.477545,1
-5.704816,18,20872.590896,1
-4.124822,16,20874.428781,1
-5.098242,16,20876.233243,1
-8.373187,20,20878.497629,1
-3.484247,13,20879.995998,1
-11.01186,34,20883.761268,1
-4.493514,15,20885.465385,1
-6.773652,18,20887.551605,1
-6.529393,24,20890.312243,1
-4.39985,14,20891.929137,1
-7.982465,27,20894.995698,1
-5.759327,23,20897.877906,1
-7.685972,27,20901.066126,1
-4.977405,15,20902.999317,1
-4.83389,16,20904.900996,1
-5.177498,15,20906.784887,1
-4.150544,14,20908.449613,1
-6.189082,17,20910.407295,1
-4.724606,20,20912.708871,1
-4.028547,15,20914.453057,1
-9.236645,20,20916.777185,1
-7.987595,20,20919.079359,1
-9.196359,8,20920.136899,0
-5.161425,15,20921.872181,1
-10.824738,22,20924.494811,0
-7.424494,19,20926.651089,1
-10.244841,23,20929.343976,1
-5.844687,16,20931.197885,1
-3.605931,13,20932.872212,1
-4.106771,18,20934.902078,1
-6.529697,17,20936.810845,1
-6.189051,24,20939.46898,1
-5.345932,15,20941.224676,1
-2.61176,12,20942.596993,1
-5.533184,21,20944.958966,1
-11.630605,43,20949.642039,1
-7.473522,18,20951.660205,1
-6.756071,25,20954.437715,1
-8.766805,20,20956.658692,1
-9.525996,39,20961.022228,1
-6.322734,23,20963.696641,1
-3.070229,14,20965.397109,1
-6.021592,23,20968.287869,1
-9.344097,21,20970.625551,1
-9.548288,22,20973.097374,1
-4.934953,20,20975.410255,1
-8.58593,29,20978.73829,1
-6.318316,17,20980.895654,1
-5.69563,16,20982.749192,1
-10.388658,22,20985.193476,1
-6.782194,24,20988.019878,1
-3.37499,13,20989.713982,1
-5.966794,16,20991.510397,1
-3.239153,13,20992.98848,1
-3.261976,15,20994.719892,1
-8.049345,35,20998.541559,1
-9.24076,21,21001.013605,1
-9.700267,30,21004.489006,1
-3.231141,13,21006.024805,1
-2.621024,13,21007.55786,1
-4.193133,14,21009.185373,1
-2.110239,10,21010.358659,1
-5.657589,16,21012.210164,1
-7.283374,19,21014.341352,1
-6.911401,18,21016.554856,1
-9.65143,9,21017.640209,0
-7.547475,26,21020.547969,1
-4.704023,14,21022.252334,1
-7.032465,18,21024.283287,1
-7.703566,19,21026.550803,1
-6.03064,24,21029.357744,1
-7.891425,19,21031.821536,1
-6.808719,17,21033.775779,1
-7.603711,18,21035.793467,1
-11.614487,14,21037.541347,0
-7.645186,19,21039.935785,1
-6.510679,17,21042.501921,1
-7.36103,18,21045.026853,1
-5.322603,18,21047.16392,1
-4.909328,15,21048.952335,1
-4.788052,17,21050.924621,1
-11.190931,34,21054.924635,1
-10.632249,34,21058.904816,1
-8.606893,28,21062.105796,1
-4.728707,21,21064.773602,1
-4.76901,15,21066.780295,1
-7.660754,18,21069.01286,1
-5.661456,21,21071.696942,1
-7.767757,27,21074.972328,1
-4.930611,15,21076.787049,1
-5.741428,19,21079.046958,1
-5.091566,15,21080.869708,1
-3.612972,16,21082.823799,1
-7.525219,18,21084.969144,1
-2.835837,12,21086.405074,1
-5.81932,17,21088.402966,1
-7.300342,18,21090.486162,1
-3.489026,12,21091.979629,1
-4.850976,20,21094.356115,1
-3.537292,14,21096.168477,1
-6.785525,18,21098.285157,1
-10.433562,32,21102.272847,1
-8.986784,20,21104.633946,1
-8.789783,30,21108.280471,1
-5.10643,18,21110.444961,1
-7.597614,19,21112.78479,1
-10.615598,33,21117.120987,1
-10.544891,32,21120.892103,1
-8.593944,20,21123.387534,1
-8.699351,13,21125.123416,0
-6.333147,25,21128.332781,1
-22.256368,77,21137.119629,1
-4.258896,14,21138.90899,1
-5.527715,17,21140.930889,1
-7.957079,27,21143.979354,1
-3.733009,13,21145.700161,1
-4.032179,13,21147.253032,1
-1.841267,11,21148.534462,1
-5.677803,16,21150.496036,1
-4.049965,13,21152.049943,1
-3.582472,14,21153.821326,1
-6.335814,21,21156.391012,1
-3.321453,14,21158.230163,1
-6.401555,21,21160.927759,1
-4.805378,15,21162.742864,1
-5.845904,17,21164.790725,1
-5.052153,17,21166.798995,1
-3.480571,14,21168.492958,1
-2.573625,13,21170.024948,1
-6.51752,20,21172.451089,1
-5.046087,17,21174.496623,1
-2.892822,12,21175.949661,1
-4.996638,15,21177.993321,1
-4.077378,15,21179.790942,1
-5.023598,20,21182.220726,1
-6.284253,27,21185.330232,1
-7.301705,18,21187.465184,1
-8.770652,26,21190.500661,1
-12.25306,44,21196.184578,1
-7.612695,27,21199.25286,1
-4.959116,16,21201.50234,1
-5.468255,17,21203.434896,1
-8.16736,19,21205.674533,1
-3.72167,13,21207.203347,1
-7.4329,27,21210.481227,1
-7.167934,26,21213.357453,1
